JSON,ALGORITHM,QUERY_ID,QUERY_TEXT,AVERAGE_TIME
google_map_large_record_(1.1GB),rq-lut-cutoff-0,6,$[*].routes[*].legs[*].steps[*].start_location.lat,1.02076
google_map_large_record_(1.1GB),rq-lut-cutoff-512,6,$[*].routes[*].legs[*].steps[*].start_location.lat,0.88612
google_map_large_record_(1.1GB),SERDE,7,$[1:2000].routes[*].legs[*].steps[*].polyline.points,0.40539
google_map_large_record_(1.1GB),rq-legacy,7,$[1:2000].routes[*].legs[*].steps[*].polyline.points,0.60266
google_map_large_record_(1.1GB),rq-lut-cutoff-0,7,$[1:2000].routes[*].legs[*].steps[*].polyline.points,0.73915
google_map_large_record_(1.1GB),rq-lut-cutoff-512,7,$[1:2000].routes[*].legs[*].steps[*].polyline.points,0.52787
google_map_large_record_(1.1GB),SERDE,8,$[*].routes[*].legs[*].steps[*].duration,0.35169
google_map_large_record_(1.1GB),rq-legacy,8,$[*].routes[*].legs[*].steps[*].duration,1.22389
google_map_large_record_(1.1GB),rq-lut-cutoff-0,8,$[*].routes[*].legs[*].steps[*].duration,1.62360
google_map_large_record_(1.1GB),rq-lut-cutoff-512,8,$[*].routes[*].legs[*].steps[*].duration,1.25547
google_map_large_record_(1.1GB),SERDE,9,$[*].routes[*].legs[*].steps[*].end_location,0.40250
google_map_large_record_(1.1GB),rq-legacy,9,$[*].routes[*].legs[*].steps[*].end_location,1.36374
google_map_large_record_(1.1GB),rq-lut-cutoff-0,9,$[*].routes[*].legs[*].steps[*].end_location,1.83738
google_map_large_record_(1.1GB),rq-lut-cutoff-512,9,$[*].routes[*].legs[*].steps[*].end_location,1.41587
google_map_large_record_(1.1GB),SERDE,10,$[1:3000].routes[*].legs[*].steps[*].polyline.points,0.63865
google_map_large_record_(1.1GB),rq-legacy,10,$[1:3000].routes[*].legs[*].steps[*].polyline.points,0.81805
google_map_large_record_(1.1GB),rq-lut-cutoff-0,10,$[1:3000].routes[*].legs[*].steps[*].polyline.points,1.09915
google_map_large_record_(1.1GB),rq-lut-cutoff-512,10,$[1:3000].routes[*].legs[*].steps[*].polyline.points,0.78150
google_map_large_record_(1.1GB),SERDE,11,$[*].routes[*].legs[*].steps[*],0.00843
google_map_large_record_(1.1GB),rq-legacy,11,$[*].routes[*].legs[*].steps[*],1.62847
google_map_large_record_(1.1GB),rq-lut-cutoff-0,11,$[*].routes[*].legs[*].steps[*],2.31080
google_map_large_record_(1.1GB),rq-lut-cutoff-512,11,$[*].routes[*].legs[*].steps[*],1.69483
google_map_large_record_(1.1GB),SERDE,12,$[1:4000].routes[*].legs[*].steps[*].polyline.points,0.86950
google_map_large_record_(1.1GB),rq-legacy,12,$[1:4000].routes[*].legs[*].steps[*].polyline.points,1.03760
google_map_large_record_(1.1GB),rq-lut-cutoff-0,12,$[1:4000].routes[*].legs[*].steps[*].polyline.points,1.46337
google_map_large_record_(1.1GB),rq-lut-cutoff-512,12,$[1:4000].routes[*].legs[*].steps[*].polyline.points,1.04020
google_map_large_record_(1.1GB),SERDE,13,$[*].routes[*].legs[*].steps[*].polyline,0.57592
google_map_large_record_(1.1GB),rq-legacy,13,$[*].routes[*].legs[*].steps[*].polyline,1.26073
google_map_large_record_(1.1GB),rq-lut-cutoff-0,13,$[*].routes[*].legs[*].steps[*].polyline,1.75818
google_map_large_record_(1.1GB),rq-lut-cutoff-512,13,$[*].routes[*].legs[*].steps[*].polyline,1.26788
google_map_large_record_(1.1GB),SERDE,14,$[*].routes[*].legs[*].steps[*].polyline.points,0.97512
google_map_large_record_(1.1GB),rq-legacy,14,$[*].routes[*].legs[*].steps[*].polyline.points,1.14573
google_map_large_record_(1.1GB),rq-lut-cutoff-0,14,$[*].routes[*].legs[*].steps[*].polyline.points,1.64060
google_map_large_record_(1.1GB),rq-lut-cutoff-512,14,$[*].routes[*].legs[*].steps[*].polyline.points,1.16766
google_map_large_record_(1.1GB),SERDE,15,$[*].routes[*].legs[*]..lat,1.62991
google_map_large_record_(1.1GB),rq-legacy,15,$[*].routes[*].legs[*]..lat,1.30847
google_map_large_record_(1.1GB),rq-lut-cutoff-0,15,$[*].routes[*].legs[*]..lat,1.31126
google_map_large_record_(1.1GB),rq-lut-cutoff-512,15,$[*].routes[*].legs[*]..lat,1.31097
google_map_large_record_(1.1GB),SERDE,16,$[*]..bounds,1.43132
google_map_large_record_(1.1GB),rq-legacy,16,$[*]..bounds,1.10345
google_map_large_record_(1.1GB),rq-lut-cutoff-0,16,$[*]..bounds,1.09049
google_map_large_record_(1.1GB),rq-lut-cutoff-512,16,$[*]..bounds,1.09032
nspl_large_record_(1.2GB),SERDE,0,$.meta.view.id,0.00000
nspl_large_record_(1.2GB),rq-legacy,0,$.meta.view.id,0.19619
nspl_large_record_(1.2GB),rq-lut-cutoff-0,0,$.meta.view.id,0.05636
nspl_large_record_(1.2GB),rq-lut-cutoff-512,0,$.meta.view.id,0.05630
nspl_large_record_(1.2GB),SERDE,1,$.data[0:100000][*],0.03966
nspl_large_record_(1.2GB),rq-legacy,1,$.data[0:100000][*],0.65900
nspl_large_record_(1.2GB),rq-lut-cutoff-0,1,$.data[0:100000][*],0.80569
nspl_large_record_(1.2GB),rq-lut-cutoff-512,1,$.data[0:100000][*],0.86542
nspl_large_record_(1.2GB),SERDE,2,$.data[0:200000][*],0.07958
nspl_large_record_(1.2GB),rq-legacy,2,$.data[0:200000][*],1.01701
nspl_large_record_(1.2GB),rq-lut-cutoff-0,2,$.data[0:200000][*],1.15689
nspl_large_record_(1.2GB),rq-lut-cutoff-512,2,$.data[0:200000][*],1.21486
nspl_large_record_(1.2GB),SERDE,3,$.data[0:300000][*],0.11934
nspl_large_record_(1.2GB),rq-legacy,3,$.data[0:300000][*],1.35093
nspl_large_record_(1.2GB),rq-lut-cutoff-0,3,$.data[0:300000][*],1.48622
nspl_large_record_(1.2GB),rq-lut-cutoff-512,3,$.data[0:300000][*],1.53890
nspl_large_record_(1.2GB),SERDE,4,$.data[0:400000][*],0.15910
nspl_large_record_(1.2GB),rq-legacy,4,$.data[0:400000][*],1.72682
nspl_large_record_(1.2GB),rq-lut-cutoff-0,4,$.data[0:400000][*],1.85598
nspl_large_record_(1.2GB),rq-lut-cutoff-512,4,$.data[0:400000][*],1.90389
nspl_large_record_(1.2GB),SERDE,5,$.data[0:500000][*],0.21006
nspl_large_record_(1.2GB),rq-legacy,5,$.data[0:500000][*],2.06032
nspl_large_record_(1.2GB),rq-lut-cutoff-0,5,$.data[0:500000][*],2.18269
nspl_large_record_(1.2GB),rq-lut-cutoff-512,5,$.data[0:500000][*],2.22940
nspl_large_record_(1.2GB),SERDE,6,$.data[0:600000][*],0.25191
nspl_large_record_(1.2GB),rq-legacy,6,$.data[0:600000][*],2.39391
nspl_large_record_(1.2GB),rq-lut-cutoff-0,6,$.data[0:600000][*],2.51022
nspl_large_record_(1.2GB),rq-lut-cutoff-512,6,$.data[0:600000][*],2.55365
nspl_large_record_(1.2GB),SERDE,7,$.data[0:700000][*],0.29375
nspl_large_record_(1.2GB),rq-legacy,7,$.data[0:700000][*],2.72767
nspl_large_record_(1.2GB),rq-lut-cutoff-0,7,$.data[0:700000][*],2.83826
nspl_large_record_(1.2GB),rq-lut-cutoff-512,7,$.data[0:700000][*],2.87816
nspl_large_record_(1.2GB),SERDE,8,$.data[0:800000][*],0.33609
nspl_large_record_(1.2GB),rq-legacy,8,$.data[0:800000][*],3.06138
nspl_large_record_(1.2GB),rq-lut-cutoff-0,8,$.data[0:800000][*],3.16614
nspl_large_record_(1.2GB),rq-lut-cutoff-512,8,$.data[0:800000][*],3.20175
nspl_large_record_(1.2GB),SERDE,9,$.data[0:900000][*],0.37725
nspl_large_record_(1.2GB),rq-legacy,9,$.data[0:900000][*],3.39525
nspl_large_record_(1.2GB),rq-lut-cutoff-0,9,$.data[0:900000][*],3.49289
nspl_large_record_(1.2GB),rq-lut-cutoff-512,9,$.data[0:900000][*],3.52644
nspl_large_record_(1.2GB),SERDE,10,$.data[0:1000000][*],0.41868
nspl_large_record_(1.2GB),rq-legacy,10,$.data[0:1000000][*],3.72894
nspl_large_record_(1.2GB),rq-lut-cutoff-0,10,$.data[0:1000000][*],3.82085
nspl_large_record_(1.2GB),rq-lut-cutoff-512,10,$.data[0:1000000][*],3.85061
nspl_large_record_(1.2GB),SERDE,11,$.data[0:1100000][*],0.46044
nspl_large_record_(1.2GB),rq-legacy,11,$.data[0:1100000][*],4.06242
nspl_large_record_(1.2GB),rq-lut-cutoff-0,11,$.data[0:1100000][*],4.14738
nspl_large_record_(1.2GB),rq-lut-cutoff-512,11,$.data[0:1100000][*],4.17455
nspl_large_record_(1.2GB),SERDE,12,$.data[0:1200000][*],0.50277
nspl_large_record_(1.2GB),rq-legacy,12,$.data[0:1200000][*],4.39604
nspl_large_record_(1.2GB),rq-lut-cutoff-0,12,$.data[0:1200000][*],4.47280
nspl_large_record_(1.2GB),rq-lut-cutoff-512,12,$.data[0:1200000][*],4.49807
nspl_large_record_(1.2GB),SERDE,13,$.data[0:1300000][*],0.54426
nspl_large_record_(1.2GB),rq-legacy,13,$.data[0:1300000][*],4.72970
nspl_large_record_(1.2GB),rq-lut-cutoff-0,13,$.data[0:1300000][*],4.79952
nspl_large_record_(1.2GB),rq-lut-cutoff-512,13,$.data[0:1300000][*],4.82270
nspl_large_record_(1.2GB),SERDE,14,$.data[0:1400000][*],0.58637
nspl_large_record_(1.2GB),rq-legacy,14,$.data[0:1400000][*],5.06384
nspl_large_record_(1.2GB),rq-lut-cutoff-0,14,$.data[0:1400000][*],5.12604
nspl_large_record_(1.2GB),rq-lut-cutoff-512,14,$.data[0:1400000][*],5.14455
nspl_large_record_(1.2GB),SERDE,15,$.data[0:1500000][*],0.62888
nspl_large_record_(1.2GB),rq-legacy,15,$.data[0:1500000][*],5.39661
nspl_large_record_(1.2GB),rq-lut-cutoff-0,15,$.data[0:1500000][*],5.45179
nspl_large_record_(1.2GB),rq-lut-cutoff-512,15,$.data[0:1500000][*],5.46740
nspl_large_record_(1.2GB),SERDE,16,$.data[0:1600000][*],0.67050
nspl_large_record_(1.2GB),rq-legacy,16,$.data[0:1600000][*],5.73094
nspl_large_record_(1.2GB),rq-lut-cutoff-0,16,$.data[0:1600000][*],7.45276
nspl_large_record_(1.2GB),rq-lut-cutoff-512,16,$.data[0:1600000][*],7.45676
nspl_large_record_(1.2GB),SERDE,17,$.data[*],0.00436
nspl_large_record_(1.2GB),rq-legacy,17,$.data[*],1.20013
nspl_large_record_(1.2GB),rq-lut-cutoff-0,17,$.data[*],1.34320
nspl_large_record_(1.2GB),rq-lut-cutoff-512,17,$.data[*],1.19691
nspl_large_record_(1.2GB),SERDE,18,$..id,1.69075
nspl_large_record_(1.2GB),rq-legacy,18,$..id,0.15330
nspl_large_record_(1.2GB),rq-lut-cutoff-0,18,$..id,0.15271
nspl_large_record_(1.2GB),rq-lut-cutoff-512,18,$..id,0.15268
twitter_large_record_(843MB),SERDE,1,$[*].user..url.*,0.30940
twitter_large_record_(843MB),rq-legacy,1,$[*].user..url.*,0.17185
twitter_large_record_(843MB),rq-lut-cutoff-0,1,$[*].user..url.*,0.14315
twitter_large_record_(843MB),rq-lut-cutoff-512,1,$[*].user..url.*,0.14265
twitter_large_record_(843MB),SERDE,2,$[1:150000]..user,1.05597
twitter_large_record_(843MB),rq-legacy,2,$[1:150000]..user,1.19000
twitter_large_record_(843MB),rq-lut-cutoff-0,2,$[1:150000]..user,1.16854
twitter_large_record_(843MB),rq-lut-cutoff-512,2,$[1:150000]..user,1.16790
twitter_large_record_(843MB),SERDE,3,$[1:140000]..user,0.98417
twitter_large_record_(843MB),rq-legacy,3,$[1:140000]..user,1.12110
twitter_large_record_(843MB),rq-lut-cutoff-0,3,$[1:140000]..user,1.09702
twitter_large_record_(843MB),rq-lut-cutoff-512,3,$[1:140000]..user,1.09914
twitter_large_record_(843MB),SERDE,4,$[1:130000]..user,0.91563
twitter_large_record_(843MB),rq-legacy,4,$[1:130000]..user,1.05294
twitter_large_record_(843MB),rq-lut-cutoff-0,4,$[1:130000]..user,1.02536
twitter_large_record_(843MB),rq-lut-cutoff-512,4,$[1:130000]..user,1.03063
twitter_large_record_(843MB),SERDE,5,$[1:120000]..user,0.84640
twitter_large_record_(843MB),rq-legacy,5,$[1:120000]..user,0.98638
twitter_large_record_(843MB),rq-lut-cutoff-0,5,$[1:120000]..user,0.95761
twitter_large_record_(843MB),rq-lut-cutoff-512,5,$[1:120000]..user,0.96528
twitter_large_record_(843MB),SERDE,6,$[1:110000]..user,0.77818
twitter_large_record_(843MB),rq-legacy,6,$[1:110000]..user,0.91963
twitter_large_record_(843MB),rq-lut-cutoff-0,6,$[1:110000]..user,0.88748
twitter_large_record_(843MB),rq-lut-cutoff-512,6,$[1:110000]..user,0.89894
twitter_large_record_(843MB),SERDE,7,$[1:100000]..user,0.70874
twitter_large_record_(843MB),rq-legacy,7,$[1:100000]..user,0.85247
twitter_large_record_(843MB),rq-lut-cutoff-0,7,$[1:100000]..user,0.81576
twitter_large_record_(843MB),rq-lut-cutoff-512,7,$[1:100000]..user,0.83070
twitter_large_record_(843MB),SERDE,8,$[1:90000]..user,0.64208
twitter_large_record_(843MB),rq-legacy,8,$[1:90000]..user,0.78802
twitter_large_record_(843MB),rq-lut-cutoff-0,8,$[1:90000]..user,0.74738
twitter_large_record_(843MB),rq-lut-cutoff-512,8,$[1:90000]..user,0.76561
twitter_large_record_(843MB),SERDE,9,$[1:80000]..user,0.57298
twitter_large_record_(843MB),rq-legacy,9,$[1:80000]..user,0.72101
twitter_large_record_(843MB),rq-lut-cutoff-0,9,$[1:80000]..user,0.67623
twitter_large_record_(843MB),rq-lut-cutoff-512,9,$[1:80000]..user,0.69796
twitter_large_record_(843MB),SERDE,10,$[1:70000]..user,0.50237
twitter_large_record_(843MB),rq-legacy,10,$[1:70000]..user,0.65358
twitter_large_record_(843MB),rq-lut-cutoff-0,10,$[1:70000]..user,0.60435
twitter_large_record_(843MB),rq-lut-cutoff-512,10,$[1:70000]..user,0.62939
twitter_large_record_(843MB),SERDE,11,$[1:60000]..user,0.43140
twitter_large_record_(843MB),rq-legacy,11,$[1:60000]..user,0.58501
twitter_large_record_(843MB),rq-lut-cutoff-0,11,$[1:60000]..user,0.53096
twitter_large_record_(843MB),rq-lut-cutoff-512,11,$[1:60000]..user,0.55962
twitter_large_record_(843MB),SERDE,12,$[1:50000]..user,0.35816
twitter_large_record_(843MB),rq-legacy,12,$[1:50000]..user,0.51531
twitter_large_record_(843MB),rq-lut-cutoff-0,12,$[1:50000]..user,0.45603
twitter_large_record_(843MB),rq-lut-cutoff-512,12,$[1:50000]..user,0.48795
twitter_large_record_(843MB),SERDE,13,$[1:40000]..user,0.28553
twitter_large_record_(843MB),rq-legacy,13,$[1:40000]..user,0.44532
twitter_large_record_(843MB),rq-lut-cutoff-0,13,$[1:40000]..user,0.38180
twitter_large_record_(843MB),rq-lut-cutoff-512,13,$[1:40000]..user,0.41702
twitter_large_record_(843MB),SERDE,14,$[1:30000]..user,0.21254
twitter_large_record_(843MB),rq-legacy,14,$[1:30000]..user,0.37488
twitter_large_record_(843MB),rq-lut-cutoff-0,14,$[1:30000]..user,0.30560
twitter_large_record_(843MB),rq-lut-cutoff-512,14,$[1:30000]..user,0.34504
twitter_large_record_(843MB),SERDE,15,$[1:20000]..user,0.13999
twitter_large_record_(843MB),rq-legacy,15,$[1:20000]..user,0.30538
twitter_large_record_(843MB),rq-lut-cutoff-0,15,$[1:20000]..user,0.22902
twitter_large_record_(843MB),rq-lut-cutoff-512,15,$[1:20000]..user,0.27256
twitter_large_record_(843MB),SERDE,16,$[1:10000]..user,0.06864
twitter_large_record_(843MB),rq-legacy,16,$[1:10000]..user,0.23709
twitter_large_record_(843MB),rq-lut-cutoff-0,16,$[1:10000]..user,0.15445
twitter_large_record_(843MB),rq-lut-cutoff-512,16,$[1:10000]..user,0.20148
twitter_large_record_(843MB),SERDE,17,$[*].user.profile_sidebar_border_color,0.14885
twitter_large_record_(843MB),rq-legacy,17,$[*].user.profile_sidebar_border_color,0.30505
twitter_large_record_(843MB),rq-lut-cutoff-0,17,$[*].user.profile_sidebar_border_color,0.27464
twitter_large_record_(843MB),rq-lut-cutoff-512,17,$[*].user.profile_sidebar_border_color,0.26779
twitter_large_record_(843MB),SERDE,18,$[*].user.profile_image_url_https,0.14142
twitter_large_record_(843MB),rq-legacy,18,$[*].user.profile_image_url_https,0.33222
twitter_large_record_(843MB),rq-lut-cutoff-0,18,$[*].user.profile_image_url_https,0.31170
twitter_large_record_(843MB),rq-lut-cutoff-512,18,$[*].user.profile_image_url_https,0.30031
twitter_large_record_(843MB),SERDE,19,$[*].retweeted_status.filter_level,0.10894
twitter_large_record_(843MB),rq-legacy,19,$[*].retweeted_status.filter_level,0.30312
twitter_large_record_(843MB),rq-lut-cutoff-0,19,$[*].retweeted_status.filter_level,0.31819
twitter_large_record_(843MB),rq-lut-cutoff-512,19,$[*].retweeted_status.filter_level,0.32189
twitter_large_record_(843MB),SERDE,20,$[*].retweeted_status.user.name,0.16265
twitter_large_record_(843MB),rq-legacy,20,$[*].retweeted_status.user.name,0.23353
twitter_large_record_(843MB),rq-lut-cutoff-0,20,$[*].retweeted_status.user.name,0.24738
twitter_large_record_(843MB),rq-lut-cutoff-512,20,$[*].retweeted_status.user.name,0.25642
twitter_large_record_(843MB),SERDE,21,$[*].user.created_at,0.12322
twitter_large_record_(843MB),rq-legacy,21,$[*].user.created_at,0.26398
twitter_large_record_(843MB),rq-lut-cutoff-0,21,$[*].user.created_at,0.23111
twitter_large_record_(843MB),rq-lut-cutoff-512,21,$[*].user.created_at,0.26171
twitter_large_record_(843MB),SERDE,22,$[*].retweeted_status.id,0.09401
twitter_large_record_(843MB),rq-legacy,22,$[*].retweeted_status.id,0.21870
twitter_large_record_(843MB),rq-lut-cutoff-0,22,$[*].retweeted_status.id,0.20574
twitter_large_record_(843MB),rq-lut-cutoff-512,22,$[*].retweeted_status.id,0.24771
twitter_large_record_(843MB),SERDE,23,$[*].user.screen_name,0.14116
twitter_large_record_(843MB),rq-legacy,23,$[*].user.screen_name,0.21844
twitter_large_record_(843MB),rq-lut-cutoff-0,23,$[*].user.screen_name,0.18845
twitter_large_record_(843MB),rq-lut-cutoff-512,23,$[*].user.screen_name,0.23106
twitter_large_record_(843MB),SERDE,24,$[*].source,0.05935
twitter_large_record_(843MB),rq-legacy,24,$[*].source,0.22472
twitter_large_record_(843MB),rq-lut-cutoff-0,24,$[*].source,0.15675
twitter_large_record_(843MB),rq-lut-cutoff-512,24,$[*].source,0.20310
twitter_large_record_(843MB),SERDE,25,$[*].id,0.04516
twitter_large_record_(843MB),rq-legacy,25,$[*].id,0.19324
twitter_large_record_(843MB),rq-lut-cutoff-0,25,$[*].id,0.09270
twitter_large_record_(843MB),rq-lut-cutoff-512,25,$[*].id,0.15859
twitter_large_record_(843MB),SERDE,26,$[*].geo,0.02419
twitter_large_record_(843MB),rq-legacy,26,$[*].geo,0.24511
twitter_large_record_(843MB),rq-lut-cutoff-0,26,$[*].geo,0.19363
twitter_large_record_(843MB),rq-lut-cutoff-512,26,$[*].geo,0.25972
twitter_large_record_(843MB),SERDE,27,$[*].retweeted_status[*],0.17124
twitter_large_record_(843MB),rq-legacy,27,$[*].retweeted_status[*],0.60029
twitter_large_record_(843MB),rq-lut-cutoff-0,27,$[*].retweeted_status[*],0.61783
twitter_large_record_(843MB),rq-lut-cutoff-512,27,$[*].retweeted_status[*],0.60894
twitter_large_record_(843MB),SERDE,28,$[*]..id,1.17040
twitter_large_record_(843MB),rq-legacy,28,$[*]..id,1.05065
twitter_large_record_(843MB),rq-lut-cutoff-0,28,$[*]..id,1.03546
twitter_large_record_(843MB),rq-lut-cutoff-512,28,$[*]..id,1.03598
twitter_large_record_(843MB),SERDE,200,$[*].entities..symbols[*],0.23759
twitter_large_record_(843MB),rq-legacy,200,$[*].entities..symbols[*],0.25332
twitter_large_record_(843MB),rq-lut-cutoff-0,200,$[*].entities..symbols[*],0.24848
twitter_large_record_(843MB),rq-lut-cutoff-512,200,$[*].entities..symbols[*],0.27282
twitter_large_record_(843MB),SERDE,201,$[*].entities..url,0.23618
twitter_large_record_(843MB),rq-legacy,201,$[*].entities..url,0.32305
twitter_large_record_(843MB),rq-lut-cutoff-0,201,$[*].entities..url,0.29321
twitter_large_record_(843MB),rq-lut-cutoff-512,201,$[*].entities..url,0.33477
twitter_large_record_(843MB),SERDE,202,$[*].entities.symbols[*],0.10084
twitter_large_record_(843MB),rq-legacy,202,$[*].entities.symbols[*],0.25050
twitter_large_record_(843MB),rq-lut-cutoff-0,202,$[*].entities.symbols[*],0.23138
twitter_large_record_(843MB),rq-lut-cutoff-512,202,$[*].entities.symbols[*],0.26231
twitter_large_record_(843MB),SERDE,203,$[*].entities.symbols[1],0.10099
twitter_large_record_(843MB),rq-legacy,203,$[*].entities.symbols[1],0.25081
twitter_large_record_(843MB),rq-lut-cutoff-0,203,$[*].entities.symbols[1],0.23002
twitter_large_record_(843MB),rq-lut-cutoff-512,203,$[*].entities.symbols[1],0.26222
twitter_large_record_(843MB),SERDE,204,$[*].entities.urls[*].display_url,0.13466
twitter_large_record_(843MB),rq-legacy,204,$[*].entities.urls[*].display_url,0.25289
twitter_large_record_(843MB),rq-lut-cutoff-0,204,$[*].entities.urls[*].display_url,0.23797
twitter_large_record_(843MB),rq-lut-cutoff-512,204,$[*].entities.urls[*].display_url,0.27424
twitter_large_record_(843MB),SERDE,205,$[*].timestamp_ms,0.06910
twitter_large_record_(843MB),rq-legacy,205,$[*].timestamp_ms,0.31481
twitter_large_record_(843MB),rq-lut-cutoff-0,205,$[*].timestamp_ms,0.27871
twitter_large_record_(843MB),rq-lut-cutoff-512,205,$[*].timestamp_ms,0.33125
walmart_large_record_(995MB),SERDE,0,$.category,0.00000
walmart_large_record_(995MB),rq-legacy,0,$.category,0.19393
walmart_large_record_(995MB),rq-lut-cutoff-0,0,$.category,0.04633
walmart_large_record_(995MB),rq-lut-cutoff-512,0,$.category,0.04636
walmart_large_record_(995MB),SERDE,1,$.items[*].itemId,0.10706
walmart_large_record_(995MB),rq-legacy,1,$.items[*].itemId,0.24047
walmart_large_record_(995MB),rq-lut-cutoff-0,1,$.items[*].itemId,0.11973
walmart_large_record_(995MB),rq-lut-cutoff-512,1,$.items[*].itemId,0.23736
walmart_large_record_(995MB),SERDE,2,$.items[*].name,0.09318
walmart_large_record_(995MB),rq-legacy,2,$.items[*].name,0.27904
walmart_large_record_(995MB),rq-lut-cutoff-0,2,$.items[*].name,0.17472
walmart_large_record_(995MB),rq-lut-cutoff-512,2,$.items[*].name,0.27867
walmart_large_record_(995MB),SERDE,3,$.items[*].upc,0.13022
walmart_large_record_(995MB),rq-legacy,3,$.items[*].upc,0.27582
walmart_large_record_(995MB),rq-lut-cutoff-0,3,$.items[*].upc,0.17934
walmart_large_record_(995MB),rq-lut-cutoff-512,3,$.items[*].upc,0.27433
walmart_large_record_(995MB),SERDE,4,$.items[*].categoryPath,0.10714
walmart_large_record_(995MB),rq-legacy,4,$.items[*].categoryPath,0.30497
walmart_large_record_(995MB),rq-lut-cutoff-0,4,$.items[*].categoryPath,0.21187
walmart_large_record_(995MB),rq-lut-cutoff-512,4,$.items[*].categoryPath,0.30282
walmart_large_record_(995MB),SERDE,5,$.items[*].salePrice,0.09411
walmart_large_record_(995MB),rq-legacy,5,$.items[*].salePrice,0.27176
walmart_large_record_(995MB),rq-lut-cutoff-0,5,$.items[*].salePrice,0.17630
walmart_large_record_(995MB),rq-lut-cutoff-512,5,$.items[*].salePrice,0.26718
walmart_large_record_(995MB),SERDE,6,$.items[*].longDescription,0.12333
walmart_large_record_(995MB),rq-legacy,6,$.items[*].longDescription,0.38391
walmart_large_record_(995MB),rq-lut-cutoff-0,6,$.items[*].longDescription,0.33918
walmart_large_record_(995MB),rq-lut-cutoff-512,6,$.items[*].longDescription,0.38158
walmart_large_record_(995MB),SERDE,7,$.items[*].msrp,0.08467
walmart_large_record_(995MB),rq-legacy,7,$.items[*].msrp,0.31254
walmart_large_record_(995MB),rq-lut-cutoff-0,7,$.items[*].msrp,0.23974
walmart_large_record_(995MB),rq-lut-cutoff-512,7,$.items[*].msrp,0.28948
walmart_large_record_(995MB),SERDE,8,$.items[*].thumbnailImage,0.12680
walmart_large_record_(995MB),rq-legacy,8,$.items[*].thumbnailImage,0.34457
walmart_large_record_(995MB),rq-lut-cutoff-0,8,$.items[*].thumbnailImage,0.30638
walmart_large_record_(995MB),rq-lut-cutoff-512,8,$.items[*].thumbnailImage,0.34642
walmart_large_record_(995MB),SERDE,9,$.items[*].mediumImage,0.09799
walmart_large_record_(995MB),rq-legacy,9,$.items[*].mediumImage,0.35268
walmart_large_record_(995MB),rq-lut-cutoff-0,9,$.items[*].mediumImage,0.31541
