JSON,ALGORITHM,QUERY_ID,QUERY_TEXT,AVERAGE_TIME
bestbuy_large_record_(1GB),rq-legacy,10,$.products[*].shippingLevelsOfService[*],0.60290
bestbuy_large_record_(1GB),rq-lut-cutoff-0,10,$.products[*].shippingLevelsOfService[*],0.50198
bestbuy_large_record_(1GB),rq-lut-cutoff-512,10,$.products[*].shippingLevelsOfService[*],0.42845
bestbuy_large_record_(1GB),SERDE,11,$.products[*].dollarSavings,0.16097
bestbuy_large_record_(1GB),rq-legacy,11,$.products[*].dollarSavings,1.32828
bestbuy_large_record_(1GB),rq-lut-cutoff-0,11,$.products[*].dollarSavings,1.24493
bestbuy_large_record_(1GB),rq-lut-cutoff-512,11,$.products[*].dollarSavings,1.16606
bestbuy_large_record_(1GB),SERDE,12,$.products[*].lengthInMinutes,0.13617
bestbuy_large_record_(1GB),rq-legacy,12,$.products[*].lengthInMinutes,1.36582
bestbuy_large_record_(1GB),rq-lut-cutoff-0,12,$.products[*].lengthInMinutes,1.28772
bestbuy_large_record_(1GB),rq-lut-cutoff-512,12,$.products[*].lengthInMinutes,1.20591
bestbuy_large_record_(1GB),SERDE,13,$.products[*].screenFormat,0.15841
bestbuy_large_record_(1GB),rq-legacy,13,$.products[*].screenFormat,1.37633
bestbuy_large_record_(1GB),rq-lut-cutoff-0,13,$.products[*].screenFormat,1.30368
bestbuy_large_record_(1GB),rq-lut-cutoff-512,13,$.products[*].screenFormat,1.21818
bestbuy_large_record_(1GB),SERDE,14,$.products[*].additionalFeatures[*],0.05913
bestbuy_large_record_(1GB),rq-legacy,14,$.products[*].additionalFeatures[*],0.52951
bestbuy_large_record_(1GB),rq-lut-cutoff-0,14,$.products[*].additionalFeatures[*],0.39480
bestbuy_large_record_(1GB),rq-lut-cutoff-512,14,$.products[*].additionalFeatures[*],0.32698
bestbuy_large_record_(1GB),SERDE,15,$.products[*].videoChapters,0.12277
bestbuy_large_record_(1GB),rq-legacy,15,$.products[*].videoChapters,1.35350
bestbuy_large_record_(1GB),rq-lut-cutoff-0,15,$.products[*].videoChapters,1.25998
bestbuy_large_record_(1GB),rq-lut-cutoff-512,15,$.products[*].videoChapters,1.18946
bestbuy_large_record_(1GB),SERDE,16,$..freeShipping,1.38753
bestbuy_large_record_(1GB),rq-legacy,16,$..freeShipping,0.16806
bestbuy_large_record_(1GB),rq-lut-cutoff-0,16,$..freeShipping,0.16945
bestbuy_large_record_(1GB),rq-lut-cutoff-512,16,$..freeShipping,0.17053
crossref1_(551MB),SERDE,1,$.items[2].resource.primary.URL,0.00000
crossref1_(551MB),rq-legacy,1,$.items[2].resource.primary.URL,0.10597
crossref1_(551MB),rq-lut-cutoff-0,1,$.items[2].resource.primary.URL,0.02608
crossref1_(551MB),rq-lut-cutoff-512,1,$.items[2].resource.primary.URL,0.02610
crossref1_(551MB),SERDE,2,$.items[*].URL,0.02254
crossref1_(551MB),rq-legacy,2,$.items[*].URL,0.12087
crossref1_(551MB),rq-lut-cutoff-0,2,$.items[*].URL,0.07091
crossref1_(551MB),rq-lut-cutoff-512,2,$.items[*].URL,0.09047
crossref1_(551MB),SERDE,3,$.items[*].member,0.03575
crossref1_(551MB),rq-legacy,3,$.items[*].member,0.12797
crossref1_(551MB),rq-lut-cutoff-0,3,$.items[*].member,0.08514
crossref1_(551MB),rq-lut-cutoff-512,3,$.items[*].member,0.09572
crossref1_(551MB),SERDE,4,$.items[*].score,0.03416
crossref1_(551MB),rq-legacy,4,$.items[*].score,0.13038
crossref1_(551MB),rq-lut-cutoff-0,4,$.items[*].score,0.08812
crossref1_(551MB),rq-lut-cutoff-512,4,$.items[*].score,0.09779
crossref1_(551MB),SERDE,5,$.items[*].resource.primary.URL,0.07165
crossref1_(551MB),rq-legacy,5,$.items[*].resource.primary.URL,0.13442
crossref1_(551MB),rq-lut-cutoff-0,5,$.items[*].resource.primary.URL,0.09055
crossref1_(551MB),rq-lut-cutoff-512,5,$.items[*].resource.primary.URL,0.10318
crossref1_(551MB),SERDE,6,$.items[*].issued,0.03347
crossref1_(551MB),rq-legacy,6,$.items[*].issued,0.17102
crossref1_(551MB),rq-lut-cutoff-0,6,$.items[*].issued,0.15037
crossref1_(551MB),rq-lut-cutoff-512,6,$.items[*].issued,0.14273
crossref1_(551MB),SERDE,7,$.items[*].author[*].given,0.10285
crossref1_(551MB),rq-legacy,7,$.items[*].author[*].given,0.22172
crossref1_(551MB),rq-lut-cutoff-0,7,$.items[*].author[*].given,0.21862
crossref1_(551MB),rq-lut-cutoff-512,7,$.items[*].author[*].given,0.20044
crossref1_(551MB),SERDE,8,$.items[*].author[*].family,0.10080
crossref1_(551MB),rq-legacy,8,$.items[*].author[*].family,0.22727
crossref1_(551MB),rq-lut-cutoff-0,8,$.items[*].author[*].family,0.22618
crossref1_(551MB),rq-lut-cutoff-512,8,$.items[*].author[*].family,0.20655
crossref1_(551MB),SERDE,9,$.items[*].author[*].sequence,0.10920
crossref1_(551MB),rq-legacy,9,$.items[*].author[*].sequence,0.23398
crossref1_(551MB),rq-lut-cutoff-0,9,$.items[*].author[*].sequence,0.23480
crossref1_(551MB),rq-lut-cutoff-512,9,$.items[*].author[*].sequence,0.21135
crossref1_(551MB),SERDE,10,$.items[*].author[*],0.04771
crossref1_(551MB),rq-legacy,10,$.items[*].author[*],0.24631
crossref1_(551MB),rq-lut-cutoff-0,10,$.items[*].author[*],0.25961
crossref1_(551MB),rq-lut-cutoff-512,10,$.items[*].author[*],0.21345
crossref1_(551MB),SERDE,11,$.items[*].institution[*].name,0.03350
crossref1_(551MB),rq-legacy,11,$.items[*].institution[*].name,0.23944
crossref1_(551MB),rq-lut-cutoff-0,11,$.items[*].institution[*].name,0.26301
crossref1_(551MB),rq-lut-cutoff-512,11,$.items[*].institution[*].name,0.23372
crossref1_(551MB),SERDE,12,$.items[*].link[*]..URL,0.09052
crossref1_(551MB),rq-legacy,12,$.items[*].link[*]..URL,0.25445
crossref1_(551MB),rq-lut-cutoff-0,12,$.items[*].link[*]..URL,0.27281
crossref1_(551MB),rq-lut-cutoff-512,12,$.items[*].link[*]..URL,0.24243
crossref1_(551MB),SERDE,13,$.items[*].assertion[*]..name,0.04712
crossref1_(551MB),rq-legacy,13,$.items[*].assertion[*]..name,0.25399
crossref1_(551MB),rq-lut-cutoff-0,13,$.items[*].assertion[*]..name,0.27734
crossref1_(551MB),rq-lut-cutoff-512,13,$.items[*].assertion[*]..name,0.24203
crossref1_(551MB),SERDE,14,$.items[*].reference[*].key,0.25009
crossref1_(551MB),rq-legacy,14,$.items[*].reference[*].key,0.57098
crossref1_(551MB),rq-lut-cutoff-0,14,$.items[*].reference[*].key,0.71087
crossref1_(551MB),rq-lut-cutoff-512,14,$.items[*].reference[*].key,0.58651
crossref1_(551MB),SERDE,15,$.items[*].reference[*].author,0.20677
crossref1_(551MB),rq-legacy,15,$.items[*].reference[*].author,0.52797
crossref1_(551MB),rq-lut-cutoff-0,15,$.items[*].reference[*].author,0.62591
crossref1_(551MB),rq-lut-cutoff-512,15,$.items[*].reference[*].author,0.54088
crossref1_(551MB),SERDE,16,$.items[*].reference[*].DOI,0.22077
crossref1_(551MB),rq-legacy,16,$.items[*].reference[*].DOI,0.59460
crossref1_(551MB),rq-lut-cutoff-0,16,$.items[*].reference[*].DOI,0.71348
crossref1_(551MB),rq-lut-cutoff-512,16,$.items[*].reference[*].DOI,0.60116
crossref1_(551MB),SERDE,17,$.items[*].reference[*].year,0.24202
crossref1_(551MB),rq-legacy,17,$.items[*].reference[*].year,0.56600
crossref1_(551MB),rq-lut-cutoff-0,17,$.items[*].reference[*].year,0.66396
crossref1_(551MB),rq-lut-cutoff-512,17,$.items[*].reference[*].year,0.57769
crossref1_(551MB),SERDE,18,$.items[*].reference[*].issue,0.20559
crossref1_(551MB),rq-legacy,18,$.items[*].reference[*].issue,0.49765
crossref1_(551MB),rq-lut-cutoff-0,18,$.items[*].reference[*].issue,0.56285
crossref1_(551MB),rq-lut-cutoff-512,18,$.items[*].reference[*].issue,0.50444
crossref1_(551MB),SERDE,19,$.items[*].reference[*].volume,0.23492
crossref1_(551MB),rq-legacy,19,$.items[*].reference[*].volume,0.55654
crossref1_(551MB),rq-lut-cutoff-0,19,$.items[*].reference[*].volume,0.65233
crossref1_(551MB),rq-lut-cutoff-512,19,$.items[*].reference[*].volume,0.56736
crossref1_(551MB),SERDE,20,$.items[*].reference[*],0.05459
crossref1_(551MB),rq-legacy,20,$.items[*].reference[*],0.59979
crossref1_(551MB),rq-lut-cutoff-0,20,$.items[*].reference[*],0.74073
crossref1_(551MB),rq-lut-cutoff-512,20,$.items[*].reference[*],0.61114
crossref1_(551MB),SERDE,21,$..URL,0.81338
crossref1_(551MB),rq-legacy,21,$..URL,0.16279
crossref1_(551MB),rq-lut-cutoff-0,21,$..URL,0.16633
crossref1_(551MB),rq-lut-cutoff-512,21,$..URL,0.16622
crossref2_(1.1GB),SERDE,1,$.items[2].resource.primary.URL,0.00000
crossref2_(1.1GB),rq-legacy,1,$.items[2].resource.primary.URL,0.20880
crossref2_(1.1GB),rq-lut-cutoff-0,1,$.items[2].resource.primary.URL,0.05099
crossref2_(1.1GB),rq-lut-cutoff-512,1,$.items[2].resource.primary.URL,0.05090
crossref2_(1.1GB),SERDE,2,$.items[*].URL,0.06395
crossref2_(1.1GB),rq-legacy,2,$.items[*].URL,0.23856
crossref2_(1.1GB),rq-lut-cutoff-0,2,$.items[*].URL,0.16062
crossref2_(1.1GB),rq-lut-cutoff-512,2,$.items[*].URL,0.18908
crossref2_(1.1GB),SERDE,3,$.items[*].member,0.08062
crossref2_(1.1GB),rq-legacy,3,$.items[*].member,0.25197
crossref2_(1.1GB),rq-lut-cutoff-0,3,$.items[*].member,0.18553
crossref2_(1.1GB),rq-lut-cutoff-512,3,$.items[*].member,0.20055
crossref2_(1.1GB),SERDE,4,$.items[*].score,0.07888
crossref2_(1.1GB),rq-legacy,4,$.items[*].score,0.25697
crossref2_(1.1GB),rq-lut-cutoff-0,4,$.items[*].score,0.18972
crossref2_(1.1GB),rq-lut-cutoff-512,4,$.items[*].score,0.20477
crossref2_(1.1GB),SERDE,5,$.items[*].resource.primary.URL,0.16936
crossref2_(1.1GB),rq-legacy,5,$.items[*].resource.primary.URL,0.26649
crossref2_(1.1GB),rq-lut-cutoff-0,5,$.items[*].resource.primary.URL,0.19320
crossref2_(1.1GB),rq-lut-cutoff-512,5,$.items[*].resource.primary.URL,0.21517
crossref2_(1.1GB),SERDE,6,$.items[*].issued,0.07175
crossref2_(1.1GB),rq-legacy,6,$.items[*].issued,0.33818
crossref2_(1.1GB),rq-lut-cutoff-0,6,$.items[*].issued,0.33452
crossref2_(1.1GB),rq-lut-cutoff-512,6,$.items[*].issued,0.28821
crossref2_(1.1GB),SERDE,7,$.items[*].author[*].given,0.20848
crossref2_(1.1GB),rq-legacy,7,$.items[*].author[*].given,0.43545
crossref2_(1.1GB),rq-lut-cutoff-0,7,$.items[*].author[*].given,0.49873
crossref2_(1.1GB),rq-lut-cutoff-512,7,$.items[*].author[*].given,0.39719
crossref2_(1.1GB),SERDE,8,$.items[*].author[*].family,0.20726
crossref2_(1.1GB),rq-legacy,8,$.items[*].author[*].family,0.44666
crossref2_(1.1GB),rq-lut-cutoff-0,8,$.items[*].author[*].family,0.51361
crossref2_(1.1GB),rq-lut-cutoff-512,8,$.items[*].author[*].family,0.40871
crossref2_(1.1GB),SERDE,9,$.items[*].author[*].sequence,0.22230
crossref2_(1.1GB),rq-legacy,9,$.items[*].author[*].sequence,0.45693
crossref2_(1.1GB),rq-lut-cutoff-0,9,$.items[*].author[*].sequence,0.52318
crossref2_(1.1GB),rq-lut-cutoff-512,9,$.items[*].author[*].sequence,0.41644
crossref2_(1.1GB),SERDE,10,$.items[*].author[*],0.10433
crossref2_(1.1GB),rq-legacy,10,$.items[*].author[*],0.48112
crossref2_(1.1GB),rq-lut-cutoff-0,10,$.items[*].author[*],0.56873
crossref2_(1.1GB),rq-lut-cutoff-512,10,$.items[*].author[*],0.41730
crossref2_(1.1GB),SERDE,11,$.items[*].institution[*].name,0.07455
crossref2_(1.1GB),rq-legacy,11,$.items[*].institution[*].name,0.47351
crossref2_(1.1GB),rq-lut-cutoff-0,11,$.items[*].institution[*].name,0.60369
crossref2_(1.1GB),rq-lut-cutoff-512,11,$.items[*].institution[*].name,0.46398
crossref2_(1.1GB),SERDE,12,$.items[*].link[*]..URL,0.19094
crossref2_(1.1GB),rq-legacy,12,$.items[*].link[*]..URL,0.50400
crossref2_(1.1GB),rq-lut-cutoff-0,12,$.items[*].link[*]..URL,0.64204
crossref2_(1.1GB),rq-lut-cutoff-512,12,$.items[*].link[*]..URL,0.48412
crossref2_(1.1GB),SERDE,13,$.items[*].assertion[*]..name,0.10485
crossref2_(1.1GB),rq-legacy,13,$.items[*].assertion[*]..name,0.50693
crossref2_(1.1GB),rq-lut-cutoff-0,13,$.items[*].assertion[*]..name,0.64539
crossref2_(1.1GB),rq-lut-cutoff-512,13,$.items[*].assertion[*]..name,0.48836
crossref2_(1.1GB),SERDE,14,$.items[*].reference[*].key,0.50843
crossref2_(1.1GB),rq-legacy,14,$.items[*].reference[*].key,1.10965
crossref2_(1.1GB),rq-lut-cutoff-0,14,$.items[*].reference[*].key,1.53994
crossref2_(1.1GB),rq-lut-cutoff-512,14,$.items[*].reference[*].key,1.14391
crossref2_(1.1GB),SERDE,15,$.items[*].reference[*].author,0.41474
crossref2_(1.1GB),rq-legacy,15,$.items[*].reference[*].author,1.04752
crossref2_(1.1GB),rq-lut-cutoff-0,15,$.items[*].reference[*].author,1.40727
crossref2_(1.1GB),rq-lut-cutoff-512,15,$.items[*].reference[*].author,1.07952
crossref2_(1.1GB),SERDE,16,$.items[*].reference[*].DOI,0.43577
crossref2_(1.1GB),rq-legacy,16,$.items[*].reference[*].DOI,1.16256
crossref2_(1.1GB),rq-lut-cutoff-0,16,$.items[*].reference[*].DOI,1.53020
crossref2_(1.1GB),rq-lut-cutoff-512,16,$.items[*].reference[*].DOI,1.18050
crossref2_(1.1GB),SERDE,17,$.items[*].reference[*].year,0.48404
crossref2_(1.1GB),rq-legacy,17,$.items[*].reference[*].year,1.11772
crossref2_(1.1GB),rq-lut-cutoff-0,17,$.items[*].reference[*].year,1.46156
crossref2_(1.1GB),rq-lut-cutoff-512,17,$.items[*].reference[*].year,1.14585
crossref2_(1.1GB),SERDE,18,$.items[*].reference[*].issue,0.40860
crossref2_(1.1GB),rq-legacy,18,$.items[*].reference[*].issue,0.98100
crossref2_(1.1GB),rq-lut-cutoff-0,18,$.items[*].reference[*].issue,1.21801
crossref2_(1.1GB),rq-lut-cutoff-512,18,$.items[*].reference[*].issue,0.99917
crossref2_(1.1GB),SERDE,19,$.items[*].reference[*].volume,0.46888
crossref2_(1.1GB),rq-legacy,19,$.items[*].reference[*].volume,1.09452
crossref2_(1.1GB),rq-lut-cutoff-0,19,$.items[*].reference[*].volume,1.42865
crossref2_(1.1GB),rq-lut-cutoff-512,19,$.items[*].reference[*].volume,1.12255
crossref2_(1.1GB),SERDE,20,$.items[*].reference[*],0.11572
crossref2_(1.1GB),rq-legacy,20,$.items[*].reference[*],1.18478
crossref2_(1.1GB),rq-lut-cutoff-0,20,$.items[*].reference[*],1.53923
crossref2_(1.1GB),rq-lut-cutoff-512,20,$.items[*].reference[*],1.20868
crossref2_(1.1GB),SERDE,21,$..URL,1.62130
crossref2_(1.1GB),rq-legacy,21,$..URL,0.32201
crossref2_(1.1GB),rq-lut-cutoff-0,21,$..URL,0.32807
crossref2_(1.1GB),rq-lut-cutoff-512,21,$..URL,0.32879
crossref4_(2.1GB),SERDE,1,$.items[2].resource.primary.URL,0.00000
crossref4_(2.1GB),rq-legacy,1,$.items[2].resource.primary.URL,0.40364
crossref4_(2.1GB),rq-lut-cutoff-0,1,$.items[2].resource.primary.URL,0.09805
crossref4_(2.1GB),rq-lut-cutoff-512,1,$.items[2].resource.primary.URL,0.09801
crossref4_(2.1GB),SERDE,2,$.items[*].URL,0.12913
crossref4_(2.1GB),rq-legacy,2,$.items[*].URL,0.46331
crossref4_(2.1GB),rq-lut-cutoff-0,2,$.items[*].URL,0.33948
crossref4_(2.1GB),rq-lut-cutoff-512,2,$.items[*].URL,0.38545
crossref4_(2.1GB),SERDE,3,$.items[*].member,0.16466
crossref4_(2.1GB),rq-legacy,3,$.items[*].member,0.48847
crossref4_(2.1GB),rq-lut-cutoff-0,3,$.items[*].member,0.39807
crossref4_(2.1GB),rq-lut-cutoff-512,3,$.items[*].member,0.41123
crossref4_(2.1GB),SERDE,4,$.items[*].score,0.16358
crossref4_(2.1GB),rq-legacy,4,$.items[*].score,0.49820
crossref4_(2.1GB),rq-lut-cutoff-0,4,$.items[*].score,0.40715
crossref4_(2.1GB),rq-lut-cutoff-512,4,$.items[*].score,0.42036
crossref4_(2.1GB),SERDE,5,$.items[*].resource.primary.URL,0.34980
crossref4_(2.1GB),rq-legacy,5,$.items[*].resource.primary.URL,0.51890
crossref4_(2.1GB),rq-lut-cutoff-0,5,$.items[*].resource.primary.URL,0.40601
crossref4_(2.1GB),rq-lut-cutoff-512,5,$.items[*].resource.primary.URL,0.44243
crossref4_(2.1GB),SERDE,6,$.items[*].issued,0.15171
crossref4_(2.1GB),rq-legacy,6,$.items[*].issued,0.66327
crossref4_(2.1GB),rq-lut-cutoff-0,6,$.items[*].issued,0.75678
crossref4_(2.1GB),rq-lut-cutoff-512,6,$.items[*].issued,0.58424
crossref4_(2.1GB),SERDE,7,$.items[*].author[*].given,0.42300
crossref4_(2.1GB),rq-legacy,7,$.items[*].author[*].given,0.85244
crossref4_(2.1GB),rq-lut-cutoff-0,7,$.items[*].author[*].given,1.13517
crossref4_(2.1GB),rq-lut-cutoff-512,7,$.items[*].author[*].given,0.79601
crossref4_(2.1GB),SERDE,8,$.items[*].author[*].family,0.42235
crossref4_(2.1GB),rq-legacy,8,$.items[*].author[*].family,0.87559
crossref4_(2.1GB),rq-lut-cutoff-0,8,$.items[*].author[*].family,1.16555
crossref4_(2.1GB),rq-lut-cutoff-512,8,$.items[*].author[*].family,0.82038
crossref4_(2.1GB),SERDE,9,$.items[*].author[*].sequence,0.45054
crossref4_(2.1GB),rq-legacy,9,$.items[*].author[*].sequence,0.89444
crossref4_(2.1GB),rq-lut-cutoff-0,9,$.items[*].author[*].sequence,1.18885
crossref4_(2.1GB),rq-lut-cutoff-512,9,$.items[*].author[*].sequence,0.83711
crossref4_(2.1GB),SERDE,10,$.items[*].author[*],0.22698
crossref4_(2.1GB),rq-legacy,10,$.items[*].author[*],0.94636
crossref4_(2.1GB),rq-lut-cutoff-0,10,$.items[*].author[*],1.22122
crossref4_(2.1GB),rq-lut-cutoff-512,10,$.items[*].author[*],0.83313
crossref4_(2.1GB),SERDE,11,$.items[*].institution[*].name,0.15554
crossref4_(2.1GB),rq-legacy,11,$.items[*].institution[*].name,0.93475
crossref4_(2.1GB),rq-lut-cutoff-0,11,$.items[*].institution[*].name,1.45284
crossref4_(2.1GB),rq-lut-cutoff-512,11,$.items[*].institution[*].name,0.92416
crossref4_(2.1GB),SERDE,12,$.items[*].link[*]..URL,0.38785
crossref4_(2.1GB),rq-legacy,12,$.items[*].link[*]..URL,0.99983
crossref4_(2.1GB),rq-lut-cutoff-0,12,$.items[*].link[*]..URL,1.50548
crossref4_(2.1GB),rq-lut-cutoff-512,12,$.items[*].link[*]..URL,0.96190
crossref4_(2.1GB),SERDE,13,$.items[*].assertion[*]..name,0.19442
crossref4_(2.1GB),rq-legacy,13,$.items[*].assertion[*]..name,0.98736
crossref4_(2.1GB),rq-lut-cutoff-0,13,$.items[*].assertion[*]..name,1.51680
crossref4_(2.1GB),rq-lut-cutoff-512,13,$.items[*].assertion[*]..name,0.96505
crossref4_(2.1GB),SERDE,14,$.items[*].reference[*].key,0.99071
crossref4_(2.1GB),rq-legacy,14,$.items[*].reference[*].key,2.13119
crossref4_(2.1GB),rq-lut-cutoff-0,14,$.items[*].reference[*].key,3.28556
crossref4_(2.1GB),rq-lut-cutoff-512,14,$.items[*].reference[*].key,2.20367
crossref4_(2.1GB),SERDE,15,$.items[*].reference[*].author,0.81407
crossref4_(2.1GB),rq-legacy,15,$.items[*].reference[*].author,2.00462
crossref4_(2.1GB),rq-lut-cutoff-0,15,$.items[*].reference[*].author,3.00670
crossref4_(2.1GB),rq-lut-cutoff-512,15,$.items[*].reference[*].author,2.08636
crossref4_(2.1GB),SERDE,16,$.items[*].reference[*].DOI,0.85605
crossref4_(2.1GB),rq-legacy,16,$.items[*].reference[*].DOI,2.22109
crossref4_(2.1GB),rq-lut-cutoff-0,16,$.items[*].reference[*].DOI,3.16268
crossref4_(2.1GB),rq-lut-cutoff-512,16,$.items[*].reference[*].DOI,2.26220
crossref4_(2.1GB),SERDE,17,$.items[*].reference[*].year,0.94632
crossref4_(2.1GB),rq-legacy,17,$.items[*].reference[*].year,2.13731
crossref4_(2.1GB),rq-lut-cutoff-0,17,$.items[*].reference[*].year,3.09814
crossref4_(2.1GB),rq-lut-cutoff-512,17,$.items[*].reference[*].year,2.22147
crossref4_(2.1GB),SERDE,18,$.items[*].reference[*].issue,0.80383
crossref4_(2.1GB),rq-legacy,18,$.items[*].reference[*].issue,1.87555
crossref4_(2.1GB),rq-lut-cutoff-0,18,$.items[*].reference[*].issue,2.54921
crossref4_(2.1GB),rq-lut-cutoff-512,18,$.items[*].reference[*].issue,1.94490
crossref4_(2.1GB),SERDE,19,$.items[*].reference[*].volume,0.91944
crossref4_(2.1GB),rq-legacy,19,$.items[*].reference[*].volume,2.09397
crossref4_(2.1GB),rq-lut-cutoff-0,19,$.items[*].reference[*].volume,3.03754
crossref4_(2.1GB),rq-lut-cutoff-512,19,$.items[*].reference[*].volume,2.17420
crossref4_(2.1GB),SERDE,20,$.items[*].reference[*],0.25968
crossref4_(2.1GB),rq-legacy,20,$.items[*].reference[*],2.26412
crossref4_(2.1GB),rq-lut-cutoff-0,20,$.items[*].reference[*],3.15184
crossref4_(2.1GB),rq-lut-cutoff-512,20,$.items[*].reference[*],2.31865
crossref4_(2.1GB),SERDE,21,$..URL,3.14538
crossref4_(2.1GB),rq-legacy,21,$..URL,0.63401
crossref4_(2.1GB),rq-lut-cutoff-0,21,$..URL,0.65009
crossref4_(2.1GB),rq-lut-cutoff-512,21,$..URL,0.65144
