JSON,ALGORITHM,QUERY_ID,QUERY_TEXT,AVERAGE_TIME
crossref1_(551MB),rq-lut-cutoff-0,11,$.items[*].institution[*].name,0.23929
crossref1_(551MB),rq-lut-cutoff-512,11,$.items[*].institution[*].name,0.16568
crossref1_(551MB),SERDE,12,$.items[*].link[*]..URL,0.09629
crossref1_(551MB),rq-legacy,12,$.items[*].link[*]..URL,0.17327
crossref1_(551MB),rq-lut-cutoff-0,12,$.items[*].link[*]..URL,0.21381
crossref1_(551MB),rq-lut-cutoff-512,12,$.items[*].link[*]..URL,0.17547
crossref1_(551MB),SERDE,13,$.items[*].assertion[*]..name,0.05849
crossref1_(551MB),rq-legacy,13,$.items[*].assertion[*]..name,0.16931
crossref1_(551MB),rq-lut-cutoff-0,13,$.items[*].assertion[*]..name,0.22756
crossref1_(551MB),rq-lut-cutoff-512,13,$.items[*].assertion[*]..name,0.17991
crossref1_(551MB),SERDE,14,$.items[*].reference[*].key,0.29799
crossref1_(551MB),rq-legacy,14,$.items[*].reference[*].key,0.38786
crossref1_(551MB),rq-lut-cutoff-0,14,$.items[*].reference[*].key,0.50272
crossref1_(551MB),rq-lut-cutoff-512,14,$.items[*].reference[*].key,0.41271
crossref1_(551MB),SERDE,15,$.items[*].reference[*].author,0.25872
crossref1_(551MB),rq-legacy,15,$.items[*].reference[*].author,0.36141
crossref1_(551MB),rq-lut-cutoff-0,15,$.items[*].reference[*].author,0.46555
crossref1_(551MB),rq-lut-cutoff-512,15,$.items[*].reference[*].author,0.40332
crossref1_(551MB),SERDE,16,$.items[*].reference[*].DOI,0.27525
crossref1_(551MB),rq-legacy,16,$.items[*].reference[*].DOI,0.39782
crossref1_(551MB),rq-lut-cutoff-0,16,$.items[*].reference[*].DOI,0.58829
crossref1_(551MB),rq-lut-cutoff-512,16,$.items[*].reference[*].DOI,0.42451
crossref1_(551MB),SERDE,17,$.items[*].reference[*].year,0.28243
crossref1_(551MB),rq-legacy,17,$.items[*].reference[*].year,0.39042
crossref1_(551MB),rq-lut-cutoff-0,17,$.items[*].reference[*].year,0.56395
crossref1_(551MB),rq-lut-cutoff-512,17,$.items[*].reference[*].year,0.42217
crossref1_(551MB),SERDE,18,$.items[*].reference[*].issue,0.35469
crossref1_(551MB),rq-legacy,18,$.items[*].reference[*].issue,0.33770
crossref1_(551MB),rq-lut-cutoff-0,18,$.items[*].reference[*].issue,0.53719
crossref1_(551MB),rq-lut-cutoff-512,18,$.items[*].reference[*].issue,0.37488
crossref1_(551MB),SERDE,19,$.items[*].reference[*].volume,0.33557
crossref1_(551MB),rq-legacy,19,$.items[*].reference[*].volume,0.38469
crossref1_(551MB),rq-lut-cutoff-0,19,$.items[*].reference[*].volume,0.56394
crossref1_(551MB),rq-lut-cutoff-512,19,$.items[*].reference[*].volume,0.40955
crossref1_(551MB),SERDE,20,$.items[*].reference[*],0.06952
crossref1_(551MB),rq-legacy,20,$.items[*].reference[*],0.37474
crossref1_(551MB),rq-lut-cutoff-0,20,$.items[*].reference[*],0.51141
crossref1_(551MB),rq-lut-cutoff-512,20,$.items[*].reference[*],0.40002
crossref1_(551MB),SERDE,21,$..URL,1.09494
crossref1_(551MB),rq-legacy,21,$..URL,0.10255
crossref1_(551MB),rq-lut-cutoff-0,21,$..URL,0.11842
crossref1_(551MB),rq-lut-cutoff-512,21,$..URL,0.10982
