JSON,ALGORITHM,QUERY_ID,QUERY_TEXT,AVERAGE_TIME
bestbuy_large_record_(1GB),rq-lut-cutoff-0,13,$.products[*].screenFormat,1.06495
bestbuy_large_record_(1GB),rq-lut-cutoff-512,13,$.products[*].screenFormat,0.98155
bestbuy_large_record_(1GB),SERDE,14,$.products[*].additionalFeatures[*],0.05873
bestbuy_large_record_(1GB),rq-legacy,14,$.products[*].additionalFeatures[*],0.51049
bestbuy_large_record_(1GB),rq-lut-cutoff-0,14,$.products[*].additionalFeatures[*],0.34725
bestbuy_large_record_(1GB),rq-lut-cutoff-512,14,$.products[*].additionalFeatures[*],0.28545
bestbuy_large_record_(1GB),SERDE,15,$.products[*].videoChapters,0.12242
bestbuy_large_record_(1GB),rq-legacy,15,$.products[*].videoChapters,1.17325
bestbuy_large_record_(1GB),rq-lut-cutoff-0,15,$.products[*].videoChapters,1.04631
bestbuy_large_record_(1GB),rq-lut-cutoff-512,15,$.products[*].videoChapters,0.98078
bestbuy_large_record_(1GB),SERDE,16,$..freeShipping,1.38830
bestbuy_large_record_(1GB),rq-legacy,16,$..freeShipping,0.12955
bestbuy_large_record_(1GB),rq-lut-cutoff-0,16,$..freeShipping,0.12870
bestbuy_large_record_(1GB),rq-lut-cutoff-512,16,$..freeShipping,0.12885
crossref1_(551MB),SERDE,1,$.items[2].resource.primary.URL,0.00000
crossref1_(551MB),rq-legacy,1,$.items[2].resource.primary.URL,0.09832
crossref1_(551MB),rq-lut-cutoff-0,1,$.items[2].resource.primary.URL,0.00498
crossref1_(551MB),rq-lut-cutoff-512,1,$.items[2].resource.primary.URL,0.00498
crossref1_(551MB),SERDE,2,$.items[*].URL,0.02264
crossref1_(551MB),rq-legacy,2,$.items[*].URL,0.09890
crossref1_(551MB),rq-lut-cutoff-0,2,$.items[*].URL,0.03379
crossref1_(551MB),rq-lut-cutoff-512,2,$.items[*].URL,0.05493
crossref1_(551MB),SERDE,3,$.items[*].member,0.03572
crossref1_(551MB),rq-legacy,3,$.items[*].member,0.11028
crossref1_(551MB),rq-lut-cutoff-0,3,$.items[*].member,0.05388
crossref1_(551MB),rq-lut-cutoff-512,3,$.items[*].member,0.06486
crossref1_(551MB),SERDE,4,$.items[*].score,0.03417
crossref1_(551MB),rq-legacy,4,$.items[*].score,0.11197
crossref1_(551MB),rq-lut-cutoff-0,4,$.items[*].score,0.05678
crossref1_(551MB),rq-lut-cutoff-512,4,$.items[*].score,0.06627
crossref1_(551MB),SERDE,5,$.items[*].resource.primary.URL,0.07229
crossref1_(551MB),rq-legacy,5,$.items[*].resource.primary.URL,0.10903
crossref1_(551MB),rq-lut-cutoff-0,5,$.items[*].resource.primary.URL,0.04809
crossref1_(551MB),rq-lut-cutoff-512,5,$.items[*].resource.primary.URL,0.06275
crossref1_(551MB),SERDE,6,$.items[*].issued,0.03353
crossref1_(551MB),rq-legacy,6,$.items[*].issued,0.14801
crossref1_(551MB),rq-lut-cutoff-0,6,$.items[*].issued,0.10541
crossref1_(551MB),rq-lut-cutoff-512,6,$.items[*].issued,0.10366
crossref1_(551MB),SERDE,7,$.items[*].author[*].given,0.10275
crossref1_(551MB),rq-legacy,7,$.items[*].author[*].given,0.18825
crossref1_(551MB),rq-lut-cutoff-0,7,$.items[*].author[*].given,0.16665
crossref1_(551MB),rq-lut-cutoff-512,7,$.items[*].author[*].given,0.15012
crossref1_(551MB),SERDE,8,$.items[*].author[*].family,0.10093
crossref1_(551MB),rq-legacy,8,$.items[*].author[*].family,0.19264
crossref1_(551MB),rq-lut-cutoff-0,8,$.items[*].author[*].family,0.17169
crossref1_(551MB),rq-lut-cutoff-512,8,$.items[*].author[*].family,0.15438
crossref1_(551MB),SERDE,9,$.items[*].author[*].sequence,0.10935
crossref1_(551MB),rq-legacy,9,$.items[*].author[*].sequence,0.19682
crossref1_(551MB),rq-lut-cutoff-0,9,$.items[*].author[*].sequence,0.17679
crossref1_(551MB),rq-lut-cutoff-512,9,$.items[*].author[*].sequence,0.15838
crossref1_(551MB),SERDE,10,$.items[*].author[*],0.04765
crossref1_(551MB),rq-legacy,10,$.items[*].author[*],0.18385
crossref1_(551MB),rq-lut-cutoff-0,10,$.items[*].author[*],0.15134
crossref1_(551MB),rq-lut-cutoff-512,10,$.items[*].author[*],0.13679
crossref1_(551MB),SERDE,11,$.items[*].institution[*].name,0.03365
crossref1_(551MB),rq-legacy,11,$.items[*].institution[*].name,0.22614
crossref1_(551MB),rq-lut-cutoff-0,11,$.items[*].institution[*].name,0.23171
crossref1_(551MB),rq-lut-cutoff-512,11,$.items[*].institution[*].name,0.19945
crossref1_(551MB),SERDE,12,$.items[*].link[*]..URL,0.09080
crossref1_(551MB),rq-legacy,12,$.items[*].link[*]..URL,0.21928
crossref1_(551MB),rq-lut-cutoff-0,12,$.items[*].link[*]..URL,0.21796
crossref1_(551MB),rq-lut-cutoff-512,12,$.items[*].link[*]..URL,0.19102
crossref1_(551MB),SERDE,13,$.items[*].assertion[*]..name,0.04746
crossref1_(551MB),rq-legacy,13,$.items[*].assertion[*]..name,0.23306
crossref1_(551MB),rq-lut-cutoff-0,13,$.items[*].assertion[*]..name,0.23830
crossref1_(551MB),rq-lut-cutoff-512,13,$.items[*].assertion[*]..name,0.20585
crossref1_(551MB),SERDE,14,$.items[*].reference[*].key,0.25112
crossref1_(551MB),rq-legacy,14,$.items[*].reference[*].key,0.40022
crossref1_(551MB),rq-lut-cutoff-0,14,$.items[*].reference[*].key,0.47697
crossref1_(551MB),rq-lut-cutoff-512,14,$.items[*].reference[*].key,0.41444
crossref1_(551MB),SERDE,15,$.items[*].reference[*].author,0.20766
crossref1_(551MB),rq-legacy,15,$.items[*].reference[*].author,0.41758
crossref1_(551MB),rq-lut-cutoff-0,15,$.items[*].reference[*].author,0.49079
crossref1_(551MB),rq-lut-cutoff-512,15,$.items[*].reference[*].author,0.43305
crossref1_(551MB),SERDE,16,$.items[*].reference[*].DOI,0.22153
crossref1_(551MB),rq-legacy,16,$.items[*].reference[*].DOI,0.43658
crossref1_(551MB),rq-lut-cutoff-0,16,$.items[*].reference[*].DOI,0.50287
crossref1_(551MB),rq-lut-cutoff-512,16,$.items[*].reference[*].DOI,0.44928
crossref1_(551MB),SERDE,17,$.items[*].reference[*].year,0.24296
crossref1_(551MB),rq-legacy,17,$.items[*].reference[*].year,0.45977
crossref1_(551MB),rq-lut-cutoff-0,17,$.items[*].reference[*].year,0.53615
crossref1_(551MB),rq-lut-cutoff-512,17,$.items[*].reference[*].year,0.47430
crossref1_(551MB),SERDE,18,$.items[*].reference[*].issue,0.20603
crossref1_(551MB),rq-legacy,18,$.items[*].reference[*].issue,0.42869
crossref1_(551MB),rq-lut-cutoff-0,18,$.items[*].reference[*].issue,0.49732
crossref1_(551MB),rq-lut-cutoff-512,18,$.items[*].reference[*].issue,0.44728
crossref1_(551MB),SERDE,19,$.items[*].reference[*].volume,0.23585
crossref1_(551MB),rq-legacy,19,$.items[*].reference[*].volume,0.45935
crossref1_(551MB),rq-lut-cutoff-0,19,$.items[*].reference[*].volume,0.53972
crossref1_(551MB),rq-lut-cutoff-512,19,$.items[*].reference[*].volume,0.47429
crossref1_(551MB),SERDE,20,$.items[*].reference[*],0.05465
crossref1_(551MB),rq-legacy,20,$.items[*].reference[*],0.26808
crossref1_(551MB),rq-lut-cutoff-0,20,$.items[*].reference[*],0.33078
crossref1_(551MB),rq-lut-cutoff-512,20,$.items[*].reference[*],0.27772
crossref1_(551MB),SERDE,21,$..URL,0.81025
crossref1_(551MB),rq-legacy,21,$..URL,0.09887
crossref1_(551MB),rq-lut-cutoff-0,21,$..URL,0.09932
crossref1_(551MB),rq-lut-cutoff-512,21,$..URL,0.09931
